date,location,customer_name,basket,pay_amount,payment_method,ccn
29/09/2020 10:14,Isle of Wight,Mary Keaton," Flavoured iced latte - Caramel - £2.75,  Speciality Tea - Darjeeling - £1.30,  Smoothies - Berry Beautiful - £2.00,  Iced latte - £2.35",8.40,CARD,3432453517482210
29/09/2020 10:15,Isle of Wight,Chester Davis," Iced latte - £2.35, Large Flavoured hot chocolate - Caramel - £2.90,  Flavoured iced latte - Caramel - £2.75, Regular Latte - £2.15",10.15,CARD,5295976254777588
29/09/2020 10:15,Isle of Wight,Shelia Meaney,Large Flavoured hot chocolate - Vanilla - £2.90,2.90,CARD,4589823249717
29/09/2020 10:16,Isle of Wight,Betty Hannan," Smoothies - Carrot Kick - £2.00,  Speciality Tea - Earl Grey - £1.30, Large Latte - £2.45",5.75,CASH,
29/09/2020 10:16,Isle of Wight,Patricia Horne,"Large Filter coffee - £1.80,  Red Label tea - £1.20, Regular Cappuccino - £2.15, Regular Latte - £2.15, Regular Americano - £1.95",9.25,CARD,4942717141179
29/09/2020 10:17,Isle of Wight,Xavier Nielsen, Speciality Tea - Peppermint - £1.30,1.30,CASH,
29/09/2020 10:17,Isle of Wight,Anna Kruger,"Large Flavoured latte - Caramel - £2.85,  Speciality Tea - Darjeeling - £1.30,  Speciality Tea - Fruit - £1.30,  Speciality Tea - Fruit - £1.30, Large Americano - £2.25",9.00,CASH,
29/09/2020 10:18,Isle of Wight,Margaret Denton," Speciality Tea - Fruit - £1.30,  Iced latte - £2.35,  Speciality Tea - English breakfast - £1.30, Large Hot chocolate - £2.90,  Red Label tea - £1.20",9.05,CASH,
29/09/2020 10:18,Isle of Wight,Stanley Delatorre," Speciality Tea - Peppermint - £1.30,  Speciality Tea - Peppermint - £1.30",2.60,CASH,
29/09/2020 10:19,Isle of Wight,Matthew Bond," Smoothies - Carrot Kick - £2.00, Regular Flavoured latte - Hazelnut - £2.55, Regular Flavoured latte - Hazelnut - £2.55, Regular Flavoured latte - Vanilla - £2.55,  Iced latte - £2.35",12.00,CARD,4343345179443715
29/09/2020 10:19,Isle of Wight,Christin Campisi," Flavoured iced latte - Hazelnut - £2.75, Regular Hot chocolate - £2.20",4.95,CASH,
29/09/2020 10:20,Isle of Wight,Justin Alexander," Speciality Tea - Camomile - £1.30, Large Americano - £2.25,  Cortado - £2.05, Regular Americano - £1.95",7.55,CASH,
29/09/2020 10:20,Isle of Wight,Luis Bowman," Glass of milk - £0.70,  Cortado - £2.05",2.75,CASH,
29/09/2020 10:21,Isle of Wight,Ralph Puckett,"Large Americano - £2.25, Regular Cappuccino - £2.15,  Iced latte - £2.35, Large Americano - £2.25,  Red Label tea - £1.20",10.20,CASH,
29/09/2020 10:21,Isle of Wight,Raymond Clum," Babyccino - £0.00, Large Flavoured hot chocolate - Caramel - £2.90, Regular Espresso - £1.50,  Smoothies - Carrot Kick - £2.00",6.40,CASH,
29/09/2020 10:22,Isle of Wight,Kim Collins," Flavoured iced latte - Vanilla - £2.75,  Speciality Tea - Earl Grey - £1.30,  Flat white - £2.15, Regular Flavoured latte - Caramel - £2.55,  Speciality Tea - Darjeeling - £1.30",10.05,CASH,
29/09/2020 10:22,Isle of Wight,Jennifer Ader,"Large Flavoured latte - Hazelnut - £2.85,  Speciality Tea - Green - £1.30,  Frappes - Strawberries & Cream - £2.75, Regular Americano - £1.95",8.85,CARD,379163726882276
29/09/2020 10:23,Isle of Wight,Barbara Bongiorno," Mocha - £2.30,  Smoothies - Berry Beautiful - £2.00,  Speciality Tea - Peppermint - £1.30, Regular Flavoured latte - Hazelnut - £2.55,  Speciality Tea - Earl Grey - £1.30",9.45,CARD,3426777346213710
29/09/2020 10:23,Isle of Wight,Joseph Burr," Flat white - £2.15, Regular Chai latte - £2.30,  Iced latte - £2.35,  Mocha - £2.30",9.10,CARD,5314979344187963
29/09/2020 10:24,Isle of Wight,Edward Hall," Hot Chocolate - £1.40, Large Flavoured hot chocolate - Vanilla - £2.90, Regular Flavoured latte - Vanilla - £2.55, Large Flavoured hot chocolate - Vanilla - £2.90,  Speciality Tea - English breakfast - £1.30",11.05,CARD,5447364518668652
29/09/2020 10:24,Isle of Wight,Theresa Gomez," Speciality Tea - Camomile - £1.30,  Babyccino - £0.00,  Iced americano - £2.15, Large Americano - £2.25",5.70,CARD,4936461161847871
29/09/2020 10:25,Isle of Wight,Valerie Chapman," Babyccino - £0.00,  Red Label tea - £1.20, Regular Americano - £1.95, Large Flavoured hot chocolate - Caramel - £2.90,  Red Label tea - £1.20",7.25,CARD,51547293752446110
29/09/2020 10:25,Isle of Wight,Bobbi Rushford, Smoothies - Glowing Greens - £2.00,2.00,CARD,365762963665173
29/09/2020 10:26,Isle of Wight,Kim Rodriguez," Flat white - £2.15,  Speciality Tea - English breakfast - £1.30,  Flavoured iced latte - Hazelnut - £2.75, Large Espresso - £1.80,  Frappes - Chocolate Cookie - £2.75",10.75,CARD,6011393853868597
29/09/2020 10:26,Isle of Wight,Grace Krumins,Large Americano - £2.25,2.25,CASH,
29/09/2020 10:27,Isle of Wight,Jesus Markham,"Regular Flavoured latte - Gingerbread - £2.55, Large Hot chocolate - £2.90",5.45,CASH,
29/09/2020 10:27,Isle of Wight,Myrtle Williams, Speciality Tea - Darjeeling - £1.30,1.30,CASH,
29/09/2020 10:28,Isle of Wight,Raymond Caudill," Speciality Tea - Green - £1.30, Large Flavoured latte - Caramel - £2.85, Regular Flavoured latte - Gingerbread - £2.55,  Cortado - £2.05",8.75,CARD,4384488564844
29/09/2020 10:28,Isle of Wight,Debra Eaton," Smoothies - Glowing Greens - £2.00,  Iced latte - £2.35,  Smoothies - Berry Beautiful - £2.00,  Smoothies - Berry Beautiful - £2.00",8.35,CASH,
29/09/2020 10:29,Isle of Wight,Terry Vaughn," Iced americano - £2.15,  Flat white - £2.15",4.30,CASH,
29/09/2020 10:29,Isle of Wight,Billy Hill," Babyccino - £0.00, Regular Flavoured hot chocolate - Vanilla - £2.60,  Speciality Tea - Peppermint - £1.30",3.90,CASH,
29/09/2020 10:30,Isle of Wight,Jacqueline Mccann," Speciality Tea - Green - £1.30, Regular Espresso - £1.50,  Speciality Tea - Camomile - £1.30, Regular Espresso - £1.50",5.60,CASH,
29/09/2020 10:30,Isle of Wight,Charles Daigle," Speciality Tea - English breakfast - £1.30,  Iced americano - £2.15",3.45,CASH,
29/09/2020 10:31,Isle of Wight,Edwin Watson," Speciality Tea - English breakfast - £1.30,  Flavoured iced latte - Vanilla - £2.75",4.05,CARD,6011726544266814
29/09/2020 10:31,Isle of Wight,Carl Jones," Speciality Tea - Camomile - £1.30,  Smoothies - Glowing Greens - £2.00, Large Flavoured hot chocolate - Caramel - £2.90,  Speciality Tea - Peppermint - £1.30",7.50,CARD,5244742447241532
29/09/2020 10:32,Isle of Wight,Debra Baggett," Smoothies - Carrot Kick - £2.00,  Smoothies - Carrot Kick - £2.00,  Speciality Tea - Fruit - £1.30,  Frappes - Strawberries & Cream - £2.75",8.05,CASH,
29/09/2020 10:32,Isle of Wight,Misty Harris,"Large Luxury hot chocolate - £2.70, Large Espresso - £1.80, Regular Flavoured hot chocolate - Hazelnut - £2.60, Large Flavoured latte - Vanilla - £2.85,  Flavoured iced latte - Hazelnut - £2.75",12.70,CASH,
29/09/2020 10:33,Isle of Wight,Dagmar Dombrowski," Flavoured iced latte - Hazelnut - £2.75,  Speciality Tea - Camomile - £1.30",4.05,CARD,4912461468672
29/09/2020 10:33,Isle of Wight,Kathryn Johnson," Flavoured iced latte - Hazelnut - £2.75, Regular Flavoured hot chocolate - Vanilla - £2.60,  Glass of milk - £0.70,  Frappes - Coffee - £2.75",8.80,CARD,362472182548712
29/09/2020 10:34,Isle of Wight,Leslie Robinson," Iced americano - £2.15,  Speciality Tea - Green - £1.30",3.45,CASH,
29/09/2020 10:34,Isle of Wight,Patrick Feaster," Mocha - £2.30,  Speciality Tea - Fruit - £1.30,  Mocha - £2.30,  Speciality Tea - Fruit - £1.30",7.20,CASH,
29/09/2020 10:35,Isle of Wight,Shirley Mclaughlin,"Regular Flavoured hot chocolate - Caramel - £2.60, Large Flavoured hot chocolate - Hazelnut - £2.90,  Speciality Tea - Earl Grey - £1.30,  Flavoured iced latte - Caramel - £2.75,  Red Label tea - £1.20",10.75,CASH,
29/09/2020 10:35,Isle of Wight,Dorris Weilbacher," Speciality Tea - Darjeeling - £1.30, Large Americano - £2.25, Regular Flavoured hot chocolate - Caramel - £2.60",6.15,CASH,
29/09/2020 10:36,Isle of Wight,Alexander Lane,"Regular Flavoured latte - Hazelnut - £2.55,  Smoothies - Berry Beautiful - £2.00",4.55,CASH,
29/09/2020 10:36,Isle of Wight,Thelma Archibald,"Regular Chai latte - £2.30, Regular Hot chocolate - £2.20,  Flavoured iced latte - Hazelnut - £2.75,  Speciality Tea - Green - £1.30, Large Americano - £2.25",10.80,CASH,
29/09/2020 10:37,Isle of Wight,Samantha Siegmund," Frappes - Strawberries & Cream - £2.75,  Iced latte - £2.35,  Smoothies - Glowing Greens - £2.00,  Frappes - Strawberries & Cream - £2.75",9.85,CARD,6011423284624945
29/09/2020 10:37,Isle of Wight,Steven Myles,"Large Americano - £2.25, Large Flavoured hot chocolate - Hazelnut - £2.90, Large Flavoured hot chocolate - Hazelnut - £2.90,  Smoothies - Berry Beautiful - £2.00",10.05,CASH,
29/09/2020 10:38,Isle of Wight,Wallace Clowney,Regular Hot chocolate - £2.20,2.20,CARD,6011475686577956
29/09/2020 10:38,Isle of Wight,Annie Grabau, Speciality Tea - Peppermint - £1.30,1.30,CASH,
29/09/2020 10:39,Isle of Wight,Ruby Phillips, Frappes - Coffee - £2.75,2.75,CARD,376419481743746
29/09/2020 10:39,Isle of Wight,Arline Milano, Glass of milk - £0.70,0.70,CASH,
29/09/2020 10:40,Isle of Wight,Karen Atkins," Smoothies - Glowing Greens - £2.00,  Frappes - Coffee - £2.75",4.75,CASH,
29/09/2020 10:40,Isle of Wight,Margaret Hobbs,Regular Americano - £1.95,1.95,CARD,47378228239710
29/09/2020 10:41,Isle of Wight,Juanita Shannon,"Large Flavoured hot chocolate - Hazelnut - £2.90,  Flavoured iced latte - Vanilla - £2.75, Regular Chai latte - £2.30",7.95,CARD,6011554443285333
29/09/2020 10:41,Isle of Wight,William Abbate," Flat white - £2.15,  Smoothies - Carrot Kick - £2.00,  Red Label tea - £1.20, Large Flavoured latte - Hazelnut - £2.85, Regular Flavoured latte - Vanilla - £2.55",10.75,CARD,4836213973715
29/09/2020 10:42,Isle of Wight,Laura Sweet,"Large Filter coffee - £1.80,  Frappes - Chocolate Cookie - £2.75,  Flat white - £2.15, Large Cappuccino - £2.45,  Speciality Tea - Darjeeling - £1.30",10.45,CASH,
29/09/2020 10:42,Isle of Wight,Raul Askins,"Large Flavoured hot chocolate - Hazelnut - £2.90, Regular Americano - £1.95, Large Americano - £2.25,  Mocha - £2.30,  Frappes - Chocolate Cookie - £2.75",12.15,CARD,352185613241259
29/09/2020 10:43,Isle of Wight,Timothy Nelson, Speciality Tea - Darjeeling - £1.30,1.30,CARD,368636911458542
29/09/2020 10:43,Isle of Wight,Anthony Breau," Speciality Tea - Earl Grey - £1.30,  Flavoured iced latte - Hazelnut - £2.75, Regular Hot chocolate - £2.20",6.25,CASH,
29/09/2020 10:44,Isle of Wight,Clement Richards,"Large Chai latte - £2.60, Regular Flavoured hot chocolate - Hazelnut - £2.60",5.20,CARD,367611451377528
29/09/2020 10:44,Isle of Wight,Georgia Mooney," Speciality Tea - Darjeeling - £1.30, Large Hot chocolate - £2.90,  Speciality Tea - Green - £1.30",5.50,CASH,
29/09/2020 10:45,Isle of Wight,Christine Neff,"Regular Flavoured latte - Caramel - £2.55, Large Americano - £2.25,  Flavoured iced latte - Caramel - £2.75, Large Flavoured latte - Vanilla - £2.85,  Babyccino - £0.00",10.40,CARD,4956868186971111
29/09/2020 10:45,Isle of Wight,Donald Marmol,"Large Flavoured latte - Caramel - £2.85, Regular Cappuccino - £2.15, Large Flavoured hot chocolate - Caramel - £2.90, Large Flavoured latte - Caramel - £2.85",10.75,CARD,374341539541215
29/09/2020 10:46,Isle of Wight,Janet Moore,"Regular Flavoured latte - Gingerbread - £2.55, Regular Flavoured latte - Hazelnut - £2.55,  Speciality Tea - Darjeeling - £1.30",6.40,CARD,4694873642569837
29/09/2020 10:46,Isle of Wight,Susan Redmond," Flat white - £2.15,  Babyccino - £0.00,  Frappes - Strawberries & Cream - £2.75, Large Hot chocolate - £2.90,  Frappes - Coffee - £2.75",10.55,CASH,
29/09/2020 10:47,Isle of Wight,Iris Sylvester,"Regular Flavoured hot chocolate - Caramel - £2.60, Regular Flavoured latte - Hazelnut - £2.55, Large Espresso - £1.80",6.95,CASH,
29/09/2020 10:47,Isle of Wight,Eunice Bosley," Frappes - Strawberries & Cream - £2.75,  Frappes - Strawberries & Cream - £2.75,  Flavoured iced latte - Vanilla - £2.75, Large Luxury hot chocolate - £2.70",10.95,CARD,4994752341667273
29/09/2020 10:48,Isle of Wight,Heather Montgomery," Speciality Tea - Earl Grey - £1.30,  Frappes - Coffee - £2.75, Regular Americano - £1.95,  Babyccino - £0.00,  Speciality Tea - Darjeeling - £1.30",7.30,CARD,369526184551132
29/09/2020 10:48,Isle of Wight,George Ramsey,"Large Americano - £2.25,  Speciality Tea - Fruit - £1.30,  Speciality Tea - Camomile - £1.30",4.85,CARD,6011572938817246
29/09/2020 10:49,Isle of Wight,Dean Atkins, Babyccino - £0.00,0.00,CARD,378383822224329
29/09/2020 10:49,Isle of Wight,Judy Elliott, Speciality Tea - Camomile - £1.30,1.30,CASH,
29/09/2020 10:50,Isle of Wight,Catherine Edmonds," Iced latte - £2.35,  Speciality Tea - Earl Grey - £1.30,  Babyccino - £0.00,  Hot Chocolate - £1.40",5.05,CARD,5212596434671863
29/09/2020 10:50,Isle of Wight,Pedro Holmes," Flavoured iced latte - Vanilla - £2.75, Regular Cappuccino - £2.15,  Frappes - Chocolate Cookie - £2.75,  Smoothies - Carrot Kick - £2.00",9.65,CASH,
29/09/2020 10:51,Isle of Wight,Debbie Easton," Flavoured iced latte - Vanilla - £2.75, Regular Flavoured hot chocolate - Vanilla - £2.60,  Babyccino - £0.00",5.35,CARD,4981168928718
29/09/2020 10:51,Isle of Wight,Edwardo Nunn,Regular Flavoured hot chocolate - Hazelnut - £2.60,2.60,CARD,372259623646694
29/09/2020 10:52,Isle of Wight,Daniel Hernandez," Frappes - Strawberries & Cream - £2.75, Large Flavoured latte - Vanilla - £2.85,  Babyccino - £0.00,  Smoothies - Glowing Greens - £2.00",7.60,CASH,
29/09/2020 10:52,Isle of Wight,Mark Randolph," Frappes - Chocolate Cookie - £2.75,  Cortado - £2.05",4.80,CASH,
29/09/2020 10:53,Isle of Wight,Walter Smith," Speciality Tea - Camomile - £1.30, Regular Latte - £2.15, Large Cappuccino - £2.45,  Red Label tea - £1.20",7.10,CASH,
29/09/2020 10:53,Isle of Wight,Richard Ramos," Speciality Tea - Peppermint - £1.30, Regular Luxury hot chocolate - £2.40,  Red Label tea - £1.20,  Mocha - £2.30,  Flavoured iced latte - Hazelnut - £2.75",9.95,CASH,
29/09/2020 10:54,Isle of Wight,Dana Mathews," Frappes - Chocolate Cookie - £2.75,  Speciality Tea - Green - £1.30,  Flavoured iced latte - Caramel - £2.75,  Flat white - £2.15",8.95,CARD,377323119993997
29/09/2020 10:54,Isle of Wight,Victoria Davis,"Regular Flavoured latte - Hazelnut - £2.55,  Frappes - Strawberries & Cream - £2.75, Regular Luxury hot chocolate - £2.40,  Speciality Tea - Peppermint - £1.30, Regular Cappuccino - £2.15",11.15,CASH,
29/09/2020 10:55,Isle of Wight,Eva Beckum,"Regular Filter coffee - £1.50,  Frappes - Strawberries & Cream - £2.75,  Iced americano - £2.15,  Red Label tea - £1.20, Regular Hot chocolate - £2.20",9.80,CARD,5554767329118155
29/09/2020 10:55,Isle of Wight,Angela Carter, Speciality Tea - Peppermint - £1.30,1.30,CASH,
29/09/2020 10:56,Isle of Wight,Johnny Roy,"Large Flavoured latte - Hazelnut - £2.85,  Speciality Tea - Fruit - £1.30",4.15,CARD,6011934877846828
29/09/2020 10:56,Isle of Wight,Sara Merritt," Mocha - £2.30, Large Flavoured latte - Gingerbread - £2.85, Regular Latte - £2.15,  Cortado - £2.05,  Flavoured iced latte - Caramel - £2.75",12.10,CARD,5446292973815883
29/09/2020 10:57,Isle of Wight,William Escobar,"Large Flavoured latte - Gingerbread - £2.85, Regular Cappuccino - £2.15,  Flavoured iced latte - Hazelnut - £2.75,  Smoothies - Berry Beautiful - £2.00",9.75,CARD,6011898215188526
29/09/2020 10:57,Isle of Wight,Robert Vondielingen,"Regular Filter coffee - £1.50, Regular Flavoured hot chocolate - Vanilla - £2.60,  Frappes - Coffee - £2.75,  Speciality Tea - Green - £1.30,  Speciality Tea - English breakfast - £1.30",9.45,CARD,5192281245327377
29/09/2020 10:58,Isle of Wight,Guy Porter, Iced latte - £2.35,2.35,CASH,
29/09/2020 10:58,Isle of Wight,Robert Newberry," Flavoured iced latte - Vanilla - £2.75, Regular Luxury hot chocolate - £2.40, Large Chai latte - £2.60",7.75,CARD,55291291248737110
29/09/2020 10:59,Isle of Wight,Sidney Gavin,"Large Flavoured latte - Caramel - £2.85,  Smoothies - Glowing Greens - £2.00, Large Americano - £2.25",7.10,CARD,60119449666323110
29/09/2020 10:59,Isle of Wight,Irene Lamar," Glass of milk - £0.70,  Speciality Tea - Camomile - £1.30, Large Flavoured hot chocolate - Vanilla - £2.90,  Smoothies - Berry Beautiful - £2.00,  Iced latte - £2.35",9.25,CASH,
29/09/2020 11:00,Isle of Wight,Lyndsey Roach,Large Flavoured hot chocolate - Vanilla - £2.90,2.90,CASH,
29/09/2020 11:00,Isle of Wight,Joshua Taylor," Iced americano - £2.15, Regular Americano - £1.95,  Hot Chocolate - £1.40,  Flavoured iced latte - Caramel - £2.75",8.25,CARD,5479848172625587
29/09/2020 11:01,Isle of Wight,Wendy Sander,"Large Flavoured hot chocolate - Caramel - £2.90, Large Chai latte - £2.60",5.50,CARD,5173679839461341
29/09/2020 11:02,Isle of Wight,Jennifer Turner," Speciality Tea - Peppermint - £1.30, Regular Espresso - £1.50, Large Americano - £2.25, Large Luxury hot chocolate - £2.70,  Speciality Tea - Darjeeling - £1.30",9.05,CARD,43483336549110
29/09/2020 11:02,Isle of Wight,Joseph Eberhard," Mocha - £2.30,  Iced latte - £2.35,  Speciality Tea - Green - £1.30",5.95,CASH,
29/09/2020 11:03,Isle of Wight,Eugene Childs, Flavoured iced latte - Hazelnut - £2.75,2.75,CARD,6011478144725688
29/09/2020 11:04,Isle of Wight,Helen Fontenot," Cortado - £2.05, Regular Flavoured hot chocolate - Caramel - £2.60,  Mocha - £2.30,  Babyccino - £0.00, Regular Filter coffee - £1.50",8.45,CARD,4254754841327
29/09/2020 11:04,Isle of Wight,Katelyn Cahoon,"Regular Filter coffee - £1.50,  Flavoured iced latte - Caramel - £2.75,  Iced americano - £2.15, Large Hot chocolate - £2.90",9.30,CASH,
29/09/2020 11:05,Isle of Wight,Karen Benway," Flat white - £2.15, Regular Luxury hot chocolate - £2.40,  Iced americano - £2.15, Large Flavoured latte - Caramel - £2.85,  Flavoured iced latte - Hazelnut - £2.75",12.30,CASH,
29/09/2020 11:06,Isle of Wight,Brian Jarosz,"Regular Flavoured hot chocolate - Caramel - £2.60, Regular Flavoured latte - Gingerbread - £2.55",5.15,CASH,
29/09/2020 11:06,Isle of Wight,David Reynolds,"Regular Americano - £1.95, Regular Americano - £1.95, Large Americano - £2.25",6.15,CASH,
29/09/2020 11:07,Isle of Wight,Maria Horal," Flavoured iced latte - Caramel - £2.75, Regular Chai latte - £2.30,  Speciality Tea - Earl Grey - £1.30,  Smoothies - Glowing Greens - £2.00,  Frappes - Coffee - £2.75",11.10,CASH,
29/09/2020 11:08,Isle of Wight,Jeanette Sajovic," Babyccino - £0.00,  Flavoured iced latte - Hazelnut - £2.75",2.75,CARD,5386269359323387
29/09/2020 11:08,Isle of Wight,Curtis Harris," Iced latte - £2.35, Large Flavoured latte - Gingerbread - £2.85,  Flavoured iced latte - Vanilla - £2.75",7.95,CASH,
29/09/2020 11:09,Isle of Wight,Diane Elderidge," Flavoured iced latte - Vanilla - £2.75,  Smoothies - Glowing Greens - £2.00,  Hot Chocolate - £1.40, Regular Chai latte - £2.30",8.45,CASH,
29/09/2020 11:10,Isle of Wight,Ellen Hixson, Smoothies - Berry Beautiful - £2.00,2.00,CARD,4547456836575114
29/09/2020 11:10,Isle of Wight,Harvey Mercado,"Large Espresso - £1.80,  Speciality Tea - Darjeeling - £1.30, Large Hot chocolate - £2.90, Regular Flavoured hot chocolate - Vanilla - £2.60",8.60,CASH,
29/09/2020 11:11,Isle of Wight,Edward Richner,"Regular Americano - £1.95, Regular Flavoured latte - Caramel - £2.55, Large Chai latte - £2.60,  Smoothies - Carrot Kick - £2.00",9.10,CASH,
29/09/2020 11:12,Isle of Wight,Sarah Nix,Large Chai latte - £2.60,2.60,CASH,
29/09/2020 11:12,Isle of Wight,Pamela Peebles," Iced americano - £2.15, Large Chai latte - £2.60,  Iced americano - £2.15,  Frappes - Chocolate Cookie - £2.75,  Speciality Tea - Earl Grey - £1.30",10.95,CASH,
29/09/2020 11:13,Isle of Wight,Kenneth Barreto," Flavoured iced latte - Hazelnut - £2.75,  Flavoured iced latte - Caramel - £2.75,  Speciality Tea - English breakfast - £1.30, Regular Flavoured latte - Vanilla - £2.55",9.35,CASH,
29/09/2020 11:14,Isle of Wight,Kimberly Scott, Babyccino - £0.00,0.00,CASH,
29/09/2020 11:14,Isle of Wight,Alice King,"Large Flavoured hot chocolate - Vanilla - £2.90,  Speciality Tea - Peppermint - £1.30",4.20,CASH,
29/09/2020 11:15,Isle of Wight,Mary Rogers,Large Luxury hot chocolate - £2.70,2.70,CASH,
29/09/2020 11:16,Isle of Wight,Daisy Harley, Glass of milk - £0.70,0.70,CASH,
29/09/2020 11:16,Isle of Wight,Michele Lefebvre, Iced americano - £2.15,2.15,CASH,
29/09/2020 11:17,Isle of Wight,Trina Warnock,Large Chai latte - £2.60,2.60,CASH,
29/09/2020 11:18,Isle of Wight,Mary Mcwhirter," Babyccino - £0.00, Large Americano - £2.25,  Speciality Tea - English breakfast - £1.30,  Smoothies - Glowing Greens - £2.00",5.55,CASH,
29/09/2020 11:18,Isle of Wight,Theodore Winstead," Smoothies - Berry Beautiful - £2.00, Regular Americano - £1.95, Regular Cappuccino - £2.15, Regular Flavoured hot chocolate - Hazelnut - £2.60",8.70,CARD,5455648948476333
29/09/2020 11:19,Isle of Wight,Shannon Thompson,Regular Filter coffee - £1.50,1.50,CARD,4652969536893166
29/09/2020 11:20,Isle of Wight,Rosalie Mora,"Large Hot chocolate - £2.90,  Speciality Tea - Darjeeling - £1.30, Regular Flavoured latte - Gingerbread - £2.55",6.75,CARD,4134621913451
29/09/2020 11:20,Isle of Wight,Dale Hale," Speciality Tea - Camomile - £1.30, Large Flavoured latte - Gingerbread - £2.85,  Red Label tea - £1.20, Large Espresso - £1.80",7.15,CASH,
29/09/2020 11:21,Isle of Wight,Andrew Adams," Hot Chocolate - £1.40,  Iced americano - £2.15",3.55,CASH,
29/09/2020 11:22,Isle of Wight,Raymon Smith,Regular Cappuccino - £2.15,2.15,CARD,4448292851893
29/09/2020 11:22,Isle of Wight,Christopher Clemons, Cortado - £2.05,2.05,CASH,
29/09/2020 11:23,Isle of Wight,Lloyd Burke," Flavoured iced latte - Caramel - £2.75, Regular Chai latte - £2.30,  Speciality Tea - Green - £1.30,  Speciality Tea - Earl Grey - £1.30",7.65,CASH,
29/09/2020 11:24,Isle of Wight,Charles Rollins," Speciality Tea - English breakfast - £1.30,  Iced latte - £2.35,  Iced latte - £2.35",6.00,CASH,
29/09/2020 11:24,Isle of Wight,Evelyn Lawson," Flavoured iced latte - Vanilla - £2.75,  Iced americano - £2.15",4.90,CASH,
29/09/2020 11:25,Isle of Wight,Monica Pollard," Flavoured iced latte - Hazelnut - £2.75, Regular Latte - £2.15,  Speciality Tea - Peppermint - £1.30,  Speciality Tea - Earl Grey - £1.30, Regular Flavoured hot chocolate - Caramel - £2.60",10.10,CASH,
29/09/2020 11:26,Isle of Wight,Betty Patton,"Large Americano - £2.25, Large Flavoured hot chocolate - Vanilla - £2.90, Large Hot chocolate - £2.90",8.05,CASH,
29/09/2020 11:26,Isle of Wight,Robert Bond,"Large Americano - £2.25,  Flavoured iced latte - Hazelnut - £2.75, Regular Luxury hot chocolate - £2.40",7.40,CARD,5376141294712937
29/09/2020 11:27,Isle of Wight,Ann Nelson," Cortado - £2.05, Regular Hot chocolate - £2.20,  Red Label tea - £1.20,  Iced americano - £2.15,  Speciality Tea - Earl Grey - £1.30",8.90,CARD,356672742297381
29/09/2020 11:28,Isle of Wight,John Long,"Regular Flavoured latte - Gingerbread - £2.55, Large Filter coffee - £1.80, Large Luxury hot chocolate - £2.70, Large Flavoured hot chocolate - Vanilla - £2.90",9.95,CARD,4194627175885
29/09/2020 11:28,Isle of Wight,Kimberly Escalante, Frappes - Chocolate Cookie - £2.75,2.75,CASH,
29/09/2020 11:29,Isle of Wight,Lonnie Kriser, Babyccino - £0.00,0.00,CARD,41543412585352310
29/09/2020 11:30,Isle of Wight,Kristen Chapman," Speciality Tea - Earl Grey - £1.30,  Frappes - Chocolate Cookie - £2.75, Regular Flavoured hot chocolate - Caramel - £2.60, Large Flavoured hot chocolate - Vanilla - £2.90,  Flavoured iced latte - Vanilla - £2.75",12.30,CARD,343954914225721
29/09/2020 11:30,Isle of Wight,Dallas Wasilewski,"Regular Hot chocolate - £2.20,  Flavoured iced latte - Vanilla - £2.75, Large Flavoured latte - Gingerbread - £2.85,  Hot Chocolate - £1.40",9.20,CARD,4598539495435742
29/09/2020 11:31,Isle of Wight,Mary Leko," Smoothies - Glowing Greens - £2.00,  Hot Chocolate - £1.40,  Babyccino - £0.00,  Mocha - £2.30, Large Espresso - £1.80",7.50,CARD,5178585161388793
29/09/2020 11:32,Isle of Wight,Tamara Quinn, Red Label tea - £1.20,1.20,CARD,5425737254589875
29/09/2020 11:32,Isle of Wight,Jacob Thomas," Frappes - Strawberries & Cream - £2.75, Regular Espresso - £1.50",4.25,CASH,
29/09/2020 11:33,Isle of Wight,Donald Castillo,"Large Chai latte - £2.60, Large Flavoured latte - Gingerbread - £2.85,  Frappes - Coffee - £2.75",8.20,CARD,5391898131743166
29/09/2020 11:34,Isle of Wight,Joseph Martin," Flat white - £2.15, Regular Flavoured hot chocolate - Caramel - £2.60, Regular Flavoured hot chocolate - Caramel - £2.60",7.35,CASH,
29/09/2020 11:34,Isle of Wight,Jewel Evans," Iced latte - £2.35,  Smoothies - Glowing Greens - £2.00,  Speciality Tea - Peppermint - £1.30",5.65,CARD,6011954846931279
29/09/2020 11:35,Isle of Wight,Ann Corwin,"Regular Hot chocolate - £2.20,  Flavoured iced latte - Caramel - £2.75,  Speciality Tea - Camomile - £1.30",6.25,CASH,
29/09/2020 11:36,Isle of Wight,Duane West," Flavoured iced latte - Vanilla - £2.75,  Hot Chocolate - £1.40, Regular Flavoured hot chocolate - Vanilla - £2.60",6.75,CASH,
29/09/2020 11:36,Isle of Wight,Mary Santos, Speciality Tea - Green - £1.30,1.30,CASH,
29/09/2020 11:37,Isle of Wight,Wanda Rodgers," Flavoured iced latte - Hazelnut - £2.75,  Frappes - Strawberries & Cream - £2.75, Large Hot chocolate - £2.90",8.40,CARD,4784728949293
29/09/2020 11:38,Isle of Wight,Michael Fitzpatrick,Large Chai latte - £2.60,2.60,CARD,4146158153999779
